 ,Area,Mean,Min,Max,X,Y
1,437,255,255,255,1074.992,723.839
2,464,255,255,255,1071.261,744.248
3,501,255,255,255,1480.454,885.233
4,502,255,255,255,1107.574,1057.837
5,482,255,255,255,924.409,1412.407
6,482,255,255,255,901.859,1417.969
7,501,255,255,255,1105.767,1441.546
